date,region7,stress_index
2025-03-01,Güneydoğu Anadolu,-0.2266814823112521
2025-04-01,Güneydoğu Anadolu,-0.2236220891445357
2025-05-01,Güneydoğu Anadolu,-0.1898731575441317
2025-06-01,Güneydoğu Anadolu,-0.0922349569571425
2025-07-01,Güneydoğu Anadolu,-0.5611850336780321
2025-08-01,Güneydoğu Anadolu,-0.2902769809745808
2025-09-01,Güneydoğu Anadolu,-0.5705275694830177
2025-10-01,Güneydoğu Anadolu,-0.3619082414378516
2025-11-01,Güneydoğu Anadolu,0.12027990305016918
2018-01-01,Karadeniz,-0.29688115977845037
2018-02-01,Karadeniz,-0.32138860676114783
2018-03-01,Karadeniz,-0.10515745396274813
2018-04-01,Karadeniz,-0.2371243732305621
2018-05-01,Karadeniz,-0.1641090512932126
2018-06-01,Karadeniz,-0.48028776252172517
2018-07-01,Karadeniz,-0.31126725576815645
2018-08-01,Karadeniz,-0.2929341681906508
2018-09-01,Karadeniz,-0.4292649452676742
2018-10-01,Karadeniz,-0.41591199826024455
2018-11-01,Karadeniz,-0.18388844571252305
2018-12-01,Karadeniz,-0.28972994950930214
2019-01-01,Karadeniz,-0.2977953437609989
2019-02-01,Karadeniz,-0.3611843466338394
2019-03-01,Karadeniz,-0.24471818400855985
2019-04-01,Karadeniz,-0.2798784527401392
2019-05-01,Karadeniz,-0.2826830129998354
2019-06-01,Karadeniz,-0.46767370063760755
2019-07-01,Karadeniz,-0.3425992343340037
2019-08-01,Karadeniz,-0.31305898766330986
2019-09-01,Karadeniz,-0.4117686811322517
2019-10-01,Karadeniz,-0.2887143350181277
2019-11-01,Karadeniz,-0.05279353937521034
2019-12-01,Karadeniz,-0.1927472086923127
2020-01-01,Karadeniz,-0.19373815157459062
2020-02-01,Karadeniz,-0.13513039644430244
2020-03-01,Karadeniz,0.0952835068961289
2020-04-01,Karadeniz,0.21286600815999188
2020-05-01,Karadeniz,0.18484947482479042
2020-06-01,Karadeniz,-0.09527176756978539
2020-07-01,Karadeniz,-0.16587206673043886
2020-08-01,Karadeniz,-0.23728000559002868
2020-09-01,Karadeniz,-0.14517018843842514
2020-10-01,Karadeniz,0.08882786165608904
2020-11-01,Karadeniz,-0.18726125152611078
2020-12-01,Karadeniz,0.17245007176504684
2021-01-01,Karadeniz,0.49736609923156555
2021-02-01,Karadeniz,0.0872927680116546
2021-03-01,Karadeniz,0.06239992199235873
2021-04-01,Karadeniz,0.2031669031107946
2021-05-01,Karadeniz,-0.06864983941046428
2021-06-01,Karadeniz,0.26716277835382085
2021-07-01,Karadeniz,-0.08587715109282196
2021-08-01,Karadeniz,0.037741290342174647
2021-09-01,Karadeniz,-0.09422556143682116
2021-10-01,Karadeniz,0.0342357518316807
2021-11-01,Karadeniz,-0.17148849843380665
2021-12-01,Karadeniz,-0.16582512616842507
2022-01-01,Karadeniz,0.2858338686261899
2022-02-01,Karadeniz,0.09342520999780536
2022-03-01,Karadeniz,0.37099776814316165
2022-04-01,Karadeniz,0.41777726747837574
2022-05-01,Karadeniz,0.33547150937954917
2022-06-01,Karadeniz,0.508581569081008
2022-07-01,Karadeniz,0.34027919444786137
2022-08-01,Karadeniz,0.1675910995880078
2022-09-01,Karadeniz,0.15274290384671027
2022-10-01,Karadeniz,0.39068647460547173
2022-11-01,Karadeniz,0.45939027314209674
2022-12-01,Karadeniz,0.6084549279225394
2023-01-01,Karadeniz,0.6774098102944807
2023-02-01,Karadeniz,0.4946343957975808
2023-03-01,Karadeniz,0.6002925836612156
2023-04-01,Karadeniz,0.4130325435161853
2023-05-01,Karadeniz,0.6077377525952192
2023-06-01,Karadeniz,0.3826896994190296
2023-07-01,Karadeniz,0.049375331277905735
2023-08-01,Karadeniz,0.3121785204822251
2023-09-01,Karadeniz,0.16960239266303437
2023-10-01,Karadeniz,0.22394419790953932
2023-11-01,Karadeniz,0.43126513938812183
2023-12-01,Karadeniz,0.3934831881686279
2024-01-01,Karadeniz,0.17322477711363932
2024-02-01,Karadeniz,0.09911075590653733
2024-03-01,Karadeniz,0.055959008073040536
2024-04-01,Karadeniz,0.04659793755594301
2024-05-01,Karadeniz,-0.08786690583858858
2024-06-01,Karadeniz,0.023742815181564663
2024-07-01,Karadeniz,-0.11137347452426048
2024-08-01,Karadeniz,-0.11002273760556193
2024-09-01,Karadeniz,-0.15620038207612683
2024-10-01,Karadeniz,-0.13787538367583682
2024-11-01,Karadeniz,-1.456746238438957e-05
2024-12-01,Karadeniz,-0.11152158467494094
2025-01-01,Karadeniz,0.12044188358616043
2025-02-01,Karadeniz,-0.07519192195147475
2025-03-01,Karadeniz,-0.11027960067685776
2025-04-01,Karadeniz,-0.2479481566670288
2025-05-01,Karadeniz,-0.2602973224638829
2025-06-01,Karadeniz,-0.23711708861463474
2025-07-01,Karadeniz,-0.4157210244583484
2025-08-01,Karadeniz,-0.3674351150909977
2025-09-01,Karadeniz,-0.23909393866860096
2025-10-01,Karadeniz,-0.2877747489962714
2025-11-01,Karadeniz,0.4154869200894869
2018-01-01,Marmara,-0.3275952070943597
2018-02-01,Marmara,-0.3765068673327648
2018-03-01,Marmara,0.01996669972712244
2018-04-01,Marmara,-0.23864112183585715
2018-05-01,Marmara,-0.29712672201686274
2018-06-01,Marmara,-0.29543355266833554
2018-07-01,Marmara,-0.45901514137430405
2018-08-01,Marmara,-0.4634040570381187
2018-09-01,Marmara,-0.4298406494781971
2018-10-01,Marmara,-0.09084420109988581
2018-11-01,Marmara,-0.08197577889340878
2018-12-01,Marmara,-0.2545604723894374
2019-01-01,Marmara,0.09706949358085078
2019-02-01,Marmara,0.14919088061873764
2019-03-01,Marmara,-0.08875736595529445
2019-04-01,Marmara,-0.3369321866545453
2019-05-01,Marmara,-0.35328694535231214
2019-06-01,Marmara,-0.5310496079034183
2019-07-01,Marmara,-0.4042908920002927
2019-08-01,Marmara,-0.35669356416238296
2019-09-01,Marmara,-0.5368168416187168
2019-10-01,Marmara,0.04785804192774354
2019-11-01,Marmara,-0.18677617757422466
2019-12-01,Marmara,0.07234994703037294
2020-01-01,Marmara,-0.2898468040041835
2020-02-01,Marmara,0.17078877681043658
2020-03-01,Marmara,-0.08375937432926575
2020-04-01,Marmara,0.7331214155955377
2020-05-01,Marmara,0.49784860185560964
2020-06-01,Marmara,0.06354574054079613
2020-07-01,Marmara,-0.14293159445771544
2020-08-01,Marmara,-0.06440692087653145
2020-09-01,Marmara,-0.21648346025327703
2020-10-01,Marmara,-0.26529140332757206
2020-11-01,Marmara,-0.08339813083282388
2020-12-01,Marmara,0.20380537545056757
2021-01-01,Marmara,0.6501040494908354
2021-02-01,Marmara,0.5208262548590679
2021-03-01,Marmara,0.2624049484828502
2021-04-01,Marmara,0.6057856656298464
2021-05-01,Marmara,0.24094651527412295
2021-06-01,Marmara,0.1958496644774558
2021-07-01,Marmara,-0.10297341493099042
2021-08-01,Marmara,-0.16120490668077575
2021-09-01,Marmara,-0.34289330066927187
2021-10-01,Marmara,-0.13161578771885638
2021-11-01,Marmara,-0.13607491707511613
2021-12-01,Marmara,-0.2908414150177621
2022-01-01,Marmara,0.23911186907598192
2022-02-01,Marmara,0.430655048820614
2022-03-01,Marmara,0.43334126916642257
2022-04-01,Marmara,0.3189454872285715
2022-05-01,Marmara,0.22843903923739986
2022-06-01,Marmara,0.05313594058063981
2022-07-01,Marmara,0.29403923510207525
2022-08-01,Marmara,0.31679589802654945
2022-09-01,Marmara,0.1485551301519439
2022-10-01,Marmara,0.5289988334054179
2022-11-01,Marmara,0.42240711151497096
